folder	file	album	artist	title	genre	description
../music/13.0.0.0.0	This Town Needs Guns _ 13.0.0.0.1.mp3	13.0.0.0.0	This Town Needs Guns	13.0.0.0.1	math rock	7qlFon3Lc8fzwfUrpTP7se
../music/13.0.0.0.0	This Town Needs Guns _ 2 Birds, 1 Stone and an Empty Stomach.mp3	13.0.0.0.0	This Town Needs Guns	2 Birds, 1 Stone and an Empty Stomach	math rock	4LlFUdZ92C08e4tvxiPCzZ
../music/13.0.0.0.0	This Town Needs Guns _ In the Branches of Yggdrasil.mp3	13.0.0.0.0	This Town Needs Guns	In the Branches of Yggdrasil	math rock	3m07rZaXo4jSfJYLE9nMyb
../music/13.0.0.0.0	This Town Needs Guns _ Nice Riff, Clichard.mp3	13.0.0.0.0	This Town Needs Guns	Nice Riff, Clichard	math rock	0RrpmudRiMnINBKGvZ5jsw
../music/13.0.0.0.0	This Town Needs Guns _ Pygmy Polygamy.mp3	13.0.0.0.0	This Town Needs Guns	Pygmy Polygamy	math rock	70TmHebt9wItPKiovH7HvP
../music/22brk	Oh Wonder _ 22 Break.mp3	22brk	Oh Wonder	22 Break	rythm blues experimental	5Hrm6lirPrmdS4fi9r7fGo
../music/22brk	Oh Wonder _ Baby.mp3	22brk	Oh Wonder	Baby	rythm blues experimental	7DWBzDp30bDOEoeHAvT43D
../music/22brk	Oh Wonder _ Dinner.mp3	22brk	Oh Wonder	Dinner	rythm blues experimental	1aQxmFOiIQKIpZwt0XsR24
../music/22brk	Oh Wonder _ Don't Let The Neighbourhood Hear.mp3	22brk	Oh Wonder	Don't Let The Neighbourhood Hear	rythm blues experimental	44UlqXgZRcPke5vMebfzym
../music/22brk	Oh Wonder _ Down.mp3	22brk	Oh Wonder	Down	rythm blues experimental	5VHhr1pQdbVpeb17RGBuDH
../music/22brk	Oh Wonder _ Free.mp3	22brk	Oh Wonder	Free	rythm blues experimental	6uYReR6tgFwIqRWS63DwDX
../music/22brk	Oh Wonder _ Kicking The Doors Down.mp3	22brk	Oh Wonder	Kicking The Doors Down	rythm blues experimental	6ZF0AKkP5AuoXncy6HJLb4
../music/22brk	Oh Wonder _ Love Me Now.mp3	22brk	Oh Wonder	Love Me Now	rythm blues experimental	6qWxA4vpPn1A9JCxAO5Cem
../music/22brk	Oh Wonder _ Rollercoaster Baby.mp3	22brk	Oh Wonder	Rollercoaster Baby	rythm blues experimental	5EBx6sCm2HJLAtrAP4bvSa
../music/22brk	Oh Wonder _ Twenty Fourteen.mp3	22brk	Oh Wonder	Twenty Fourteen	rythm blues experimental	7F7oLMhXmjq8KinlsaFcF3
../music/22brk	Oh Wonder _ You Me.mp3	22brk	Oh Wonder	You Me	rythm blues experimental	5vlEAcEOHUp0zhhQH9GNFW
../music/aamir	Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Chakkar Ghumyo.mp3	aamir	Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya}	Chakkar Ghumyo	folk hi-nrg plunderphonics	1AX8JJvZW5N1yryhvN1n73
../music/aamir	Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Haara.mp3	aamir	Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya}	Haara	emo dark hauntology thrash rock orchestral steady trap	4sGgv9deehISyRLtmj7LD0
../music/aamir	Kailash Kher _ Chhap Tilak.mp3	aamir	Kailash Kher	Chhap Tilak	sufi qawaali	3eieydx9VivK0eH9hf73S1
../music/aamir	Kailash Kher _ Dilruba.mp3	aamir	Kailash Kher	Dilruba	sufi romanticism	49wNtdMrIUeGt0BnXB3xrK
../music/aamir	Khawar Jawad, Faiza Mujahid (Rohail Hyatt) _ Bandya.mp3	aamir	Khawar Jawad, Faiza Mujahid (Rohail Hyatt)	Bandya	sufi rock thrash	5WA2uBX5r2EM4ylIMWysYl
../music/aamir	Marianne D'Cruz (Amit Trivedi) _ Climax Theme.mp3	aamir	Marianne D'Cruz (Amit Trivedi)	Climax Theme	sufi experimental symphonic	6Dqo6d6f9k3DiPI86X2icx
../music/aamir	Murtuza-Qadir, Amit Trivedi, Amitabh Bhattacharya (Amit Trivedi) {Amitabh Bhattacharya} _ Ha Raham (Mehfuz).mp3	aamir	Murtuza-Qadir, Amit Trivedi, Amitabh Bhattacharya (Amit Trivedi) {Amitabh Bhattacharya}	Ha Raham (Mehfuz)	folk rock sufi relegeiux	34Iuqgk0A5dAinjuQy6cYi
../music/aamir	Neuman Pinto (Amit Trivedi) {Amitabh Bhattacharya} _ Phas Gaya (Never Mind).mp3	aamir	Neuman Pinto (Amit Trivedi) {Amitabh Bhattacharya}	Phas Gaya (Never Mind)	plunderphonics 	2TzCgl2Y0dXLsJMfZM0qVL
../music/aamir	Saeen Zahoor, Zara Madani (Rohail Hyatt) _ Allah Hoo.mp3	aamir	Saeen Zahoor, Zara Madani (Rohail Hyatt)	Allah Hoo	sufi thrash relegeiux	5VumfXK5w0rMPRwiuWDFVK
../music/aamir	Shilpa Rao, Amitabh Bhattacharya (Amit Trivedi) {Amitabh Bhattacharya} _ Ek Lau.mp3	aamir	Shilpa Rao, Amitabh Bhattacharya (Amit Trivedi) {Amitabh Bhattacharya}	Ek Lau	sufi melancholia relegeiux	5M1fjij3Bs4WmU2yYGnpBj
../music/50States	Sufjan Stevens _ Chicago.mp3	50States	Sufjan Stevens	Chicago	experimental escape	1yupbrI7ROhigIHpQBevPh
../music/aankhonDekhi	Kailaash Kher (Sagar Desai) {Varun Grover} _ Aaj Laagi Laagi Nai Dhoop.mp3	aankhonDekhi	Kailaash Kher (Sagar Desai) {Varun Grover}	Aaj Laagi Laagi Nai Dhoop	street pashto sufi	4qsTPxlKfT56U9dURbxGiN
../music/aankhonDekhi	Kailaash Kher (Sagar Desai) {Varun Grover} _ Aayi Bahaar.mp3	aankhonDekhi	Kailaash Kher (Sagar Desai) {Varun Grover}	Aayi Bahaar	progressivo qawwali	4k1Gg1MrXu0cmmTwEsGBdt
../music/aankhonDekhi	Mansheel Gujral (Sagar Desai) {Varun Grover} _ Dheeme Re Re.mp3	aankhonDekhi	Mansheel Gujral (Sagar Desai) {Varun Grover}	Dheeme Re Re	hindustani classical folk	2n4ok19iydB5HedabXrFvL
../music/aankhonDekhi	Ronkini Gupta _ Kaise Sukh Soyein.mp3	aankhonDekhi	Ronkini Gupta	Kaise Sukh Soyein	hindustani classical	14t0AIH2dXgxjQiKyvOdlP
../music/aankhonDekhi	Viraj Vaghela (Sagar Desai) _ Ankhon dekhi background score fingerstyle guitar.mp3	aankhonDekhi	Viraj Vaghela (Sagar Desai)	Ankhon dekhi background score fingerstyle guitar	euphonium acousmatic hindustani dhrupad	4qsTPxlKfT56U9dURbxGiN
../music/aashiqui2	Arijit Singh (Jeet Ganguly) {Irshad Kamil} _ Milne Hai Mujhse Aayi.mp3	aashiqui2	Arijit Singh (Jeet Ganguly) {Irshad Kamil}	Milne Hai Mujhse Aayi	mellow rock	2iGnFW7m517taq3AJIE6DK
../music/aashiqui2	Arijit Singh (Mithoon) _ Tum Hi Ho.mp3	aashiqui2	Arijit Singh (Mithoon)	Tum Hi Ho	noir romantico	56zZ48jdyY2oDXHVnwg5Di
../music/aashiqui2	KK, Tulsi Kumar (Jeet Ganguly) {Irshaad Kaamil} _ Piya Aaye Na.mp3	aashiqui2	KK, Tulsi Kumar (Jeet Ganguly) {Irshaad Kaamil}	Piya Aaye Na	grime romantico tavern	1ELMyeJLDHUz3cK3XTWgEi
../music/aashiqui2	Mustafa Zahid (Jeet Ganguly) {Sanjay Masoomm} _ Bhula Dena Mujhe.mp3	aashiqui2	Mustafa Zahid (Jeet Ganguly) {Sanjay Masoomm}	Bhula Dena Mujhe	meloncholia	5nGID22Nq5N82CXqrDch55
../music/adnanSami	Adnan Sami _ Kabhi Nahi.mp3	adnanSami	Adnan Sami	Kabhi Nahi	jazz plunderphonics hi-nrg	3zeTPFtnlR72qRnBH3g2xd
../music/adnanSami	Adnan Sami (Adnan Sami) {Sameer} _ Nain Se Naino Ko Mila.mp3	adnanSami	Adnan Sami (Adnan Sami) {Sameer}	Nain Se Naino Ko Mila	experimental qawwali jazz	5dU0yXUXYjP1e6e2s6OSh2
../music/adnanSami	Adnan Sami (AR Rahman) {Gulzar} _ Aye Udi Udi.mp3	adnanSami	Adnan Sami (AR Rahman) {Gulzar}	Aye Udi Udi	jazz hula jig	6K0Ea7pq2trf6SwsfEKkOp
../music/advait	Advait x P.N.D.A _ Main So Gaya Hoon.mp3	advait	Advait x P.N.D.A	Main So Gaya Hoon	lo-fi progressivo	5Gh9DJWIZHeUyjGS4wMfIr
../music/advait	Ellie Goulding, Advait  _ Love Me Like You Do - lofi.mp3	advait	Ellie Goulding, Advait	Love Me Like You Do - lofi	lo-fi pixie	53pFqmBPXEUmNaqNGVkXAi
../music/advait	Nuke,Bri Muso (Advait, Nuke) {Nuke} [Advait] _ Teri Parchhai.mp3	advait	Nuke,Bri Muso (Advait, Nuke) {Nuke} [Advait]	Teri Parchhai	lo-fi melancholia	5Gh9DJWIZHeUyjGS4wMfIr
../music/advait	Sangeetha, P.N.D.A, Advait _ Manzil Ke Is mod Pe.mp3	advait	Sangeetha, P.N.D.A, Advait	Manzil Ke Is mod Pe	ambient emo dreamgaze	1MEP8hW0chpEO8eGz3CCa6
../music/ageOfAdz	Sufjan Stevens _ Age of Adz.mp3	ageOfAdz	Sufjan Stevens	Age of Adz	baroque rock	5EP2pGo97siLzMjlJnKmNK
../music/ageOfAdz	Sufjan Stevens _ All For Myself.mp3	ageOfAdz	Sufjan Stevens	All For Myself	experimental baroque	5YprRTdFctf1lNmdDcMNAJ
../music/ageOfAdz	Sufjan Stevens _ Bad Communication.mp3	ageOfAdz	Sufjan Stevens	Bad Communication	8-bit noise rock	2JYJwhsEoWsYXYr2rpwzxx
../music/ageOfAdz	Sufjan Stevens _ Futile Devices.mp3	ageOfAdz	Sufjan Stevens	Futile Devices	norske	5vTSnZTmS1gMiWuA9kDE19
../music/ageOfAdz	Sufjan Stevens _ Impossible Soul.mp3	ageOfAdz	Sufjan Stevens	Impossible Soul	experimental noise futurismo	36KKQqcDQTk4Op0usyqrMS
../music/ageOfAdz	Sufjan Stevens _ Too Much.mp3	ageOfAdz	Sufjan Stevens	Too Much	experimental futurismo	5WSeS3eCD0dMrMPQ9hk19O
../music/ageOfAdz	Sufjan Stevens _ Vesuvius.mp3	ageOfAdz	Sufjan Stevens	Vesuvius	experimental futurismo	3GWZX3YtldXCdSQqrzGgV5
../music/agnee	Agnee _ Aahatein.mp3	agnee	Agnee	Aahatein	pashto fusion rock	0JMk0JVs1mVoYLexUpJg0f
../music/agnee	Agnee _ Kaise Ho Tum.mp3	agnee	Agnee	Kaise Ho Tum	pashto fusion rock	06KPw6vrS9HtGGPIRoimUt
../music/agnee	Agnee _ Karvan.mp3	agnee	Agnee	Karvan	pashto fusion rock	1IXMNWd9HgHRY1aXtM4Fnf
../music/agnee	Agnee _ Sadaa.mp3	agnee	Agnee	Sadaa	pashto fusion rock	1IXMNWd9HgHRY1aXtM4Fnf
../music/agnee	Agnee _ Shaam Tanha.mp3	agnee	Agnee	Shaam Tanha	pashto fusion rock	5V6XcXBrCGI6JOeYr4Uyo3
../music/agnee	Agnee _ Ujale Baaz.mp3	agnee	Agnee	Ujale Baaz	fusion emo rock	58PkDDbzS5ptoXaqqBuuoX
../music/ajoyChokroborty	Ajoy Chakraborthy, Parveen Sultana (Uttam Singh) {Anand Baksh} _ Aan Milo Sajna.mp3	ajoyChokroborty	Ajoy Chakraborthy, Parveen Sultana (Uttam Singh) {Anand Baksh}	Aan Milo Sajna	mellow ghazal	0JiPUFfWlhT1SJ92eZ84GU
../music/ajoyChokroborty	Ajoy Chakraborty _ Eri Aali Piya Bin - Raag Yaman.mp3	ajoyChokroborty	Ajoy Chakraborty	Eri Aali Piya Bin - Raag Yaman	carnatic vocaloid	3fDzrhvWQWrRASCiwN2IqW
../music/ajoyChokroborty	Ajoy Chokroborty _ Badra Re Tu.mp3	ajoyChokroborty	Ajoy Chokroborty	Badra Re Tu	hindustani claassical vocaloid dhrupad	29xo3iMgOUvBjhAdHqER7f
../music/ajoyChokroborty	Ajoy Chokroborty _ Khelun Piya Sang Hori.mp3	ajoyChokroborty	Ajoy Chokroborty	Khelun Piya Sang Hori	hindustani claassical vocaloid dhrupad	28js0cjWe1Q1jlxkOJulRQ
../music/alec	Alec Benjamin _ Let Me Down Slowly.mp3	alec	Alec Benjamin	Let Me Down Slowly	teen pop	2qxmye6gAegTMjLKEBoR3d
../music/alec	Alec Benjamin _ Mind Is A Prison.mp3	alec	Alec Benjamin	Mind Is A Prison	teen pop	2hGQDYmjkwTS0J7Q2bM2sF
../music/alec	Alec Benjamin _ Paper Crown.mp3	alec	Alec Benjamin	Paper Crown	teen pop	2u3CBAj5SqSck2YwF8a7f9
../music/aloknandaDasgupta	Alokananda Dasgupta _ Escape.mp3	aloknandaDasgupta	Alokananda Dasgupta	Escape	acid anarcho rock	6KHNCzwxSLbLnpCeYXobo0
../music/aloknandaDasgupta	Alokananda Dasgupta _ I Am Trapped .mp3	aloknandaDasgupta	Alokananda Dasgupta	I Am Trapped	noise industrial escape rock	1H2FpuG4OcxviQzDOQTvpr
../music/aloknandaDasgupta	Alokananda Dasgupta _ Sacred Games Background Score - Suspense.mp3	aloknandaDasgupta	Alokananda Dasgupta	Sacred Games Background Score - Suspense	neuro acid trance	6yzUQPCzJIMx3n3s4ovQqu
../music/aloknandaDasgupta	Alokananda Dasgupta _ Tope Theme.mp3	aloknandaDasgupta	Alokananda Dasgupta	Tope Theme	experimental avant-garde	6yzUQPCzJIMx3n3s4ovQqu
../music/aloknandaDasgupta	Tejas Menon, Aloknanda Dasgupta {Rajeshwari Dasgupta} _ Dheemi.mp3	aloknandaDasgupta	Tejas Menon, Aloknanda Dasgupta {Rajeshwari Dasgupta}	Dheemi	pixie romantico	2u8ElQ87ZuYrPGGIWCvcge
../music/aman	Aman _ Abh Mera Kaha Thikana.mp3	aman	Aman	Abh Mera Kaha Thikana	mellow lo-fi	3gPQEzMBsGCVYlsIj40Ud1
../music/aman	Aman _ Bombay aur Baarish.mp3	aman	Aman	Bombay aur Baarish	mellow lo-fi	1VfXQU4wZrEbaU363jra5E
../music/aman	Aman _ Khwab (P.N.D.A's remix).mp3	aman	Aman	Khwab (P.N.D.A's remix)	mellow lo-fi synth wave	3LbpxC2ozexZJ5ZVWY42MP
../music/aman	Aman, Advait _ Dil Ko Kaise Samjhau.mp3	aman	Aman, Advait	Dil Ko Kaise Samjhau	romantico lo-fi	6fI7f0S356KkqkToKl8Hgz
../music/aman	Aman, Advait _ Tu Hai Kahaan.mp3	aman	Aman, Advait	Tu Hai Kahaan	mellow lo-fi	3PbTavZmyYwMWqYsAC44id
../music/amberRun	Amber Run _ 5AM.mp3	amberRun	Amber Run	5:00 AM	rouge romaticiism	4B4kunXhV2ZKnYcvDgAFoE
../music/amberRun	Amber Run _ I Found.mp3	amberRun	Amber Run	I Found	rouge romaticiism	5zT5cMnMKoyruPj13TQXGx
../music/amberRun	Amber Run _ Worship .mp3	amberRun	Amber Run	Worship	rouge noir emo romaticiism	76izLl2WtSIPWjVQ2ebnJP
../music/amitTrivedi	Amit Trivedi _ Haminastu.mp3	amitTrivedi	Amit Trivedi	Haminastu	folk fusion rock	1G1fUruO3bSYPEIkeF6VyL
../music/amitTrivedi	Amit Trivedi _ Shaam.mp3	amitTrivedi	Amit Trivedi	Shaam	acousmatic	46mXuHxCjDiLoLPsqn24P8
../music/amitTrivedi	Amit Trivedi {Amitabh Bhattacharya} _ Saali khushi.mp3	amitTrivedi	Amit Trivedi {Amitabh Bhattacharya}	Saali khushi	street rave	7wRmY78Evs2Ol6veaG57JE
../music/amitTrivedi	Amit Trivedi, Mame Khan _ Chaudhary.mp3	amitTrivedi	Amit Trivedi, Mame Khan	Chaudhary	pashto folk baithak	4QSF0d4ENvMXA03ARpMfaP
../music/amitTrivedi	Amit Trivedi, Shilpa Rao, Nikhil D'Souza (Amit Trivedi) {Amitabh Bhattacharya} _ Gubbare.mp3	amitTrivedi	Amit Trivedi, Shilpa Rao, Nikhil D'Souza (Amit Trivedi) {Amitabh Bhattacharya}	Gubbare	acousmatic roll	0a4IoONosaWbLT4QfSvqij
../music/amitTrivedi	Kavita Seth, Amitabh Bhattacharya  (Amit Trivedi) {Javed Akhtar} _ Iktara Iktara.mp3	amitTrivedi	Kavita Seth, Amitabh Bhattacharya  (Amit Trivedi) {Javed Akhtar}	Iktara Iktara	arabesque romanticism	1U5ZT7c7Sw84xDcoEt0Zaq
../music/amitTrivedi	Meghna Mishra (Amit Trivedi) {Kausar Munir} _ Nachdi Phira.mp3	amitTrivedi	Meghna Mishra (Amit Trivedi) {Kausar Munir}	Nachdi Phira	dreamgaze	5DJHFCqWn9hrirPvWRvLU4
../music/andromida	Andromida _ 0s and 1s Only.mp3	andromida	Andromida	0s and 1s Only	djent metal	7ycyDZA9ZrX1xEFOnBoNSr
../music/andromida	Andromida _ Subject Zero.mp3	andromida	Andromida	Subject Zero	djent metal	7ycyDZA9ZrX1xEFOnBoNSr
../music/andromida	Andromida _ Timeless.mp3	andromida	Andromida	Timeless	djent metal	0Dnb8eEtP13qp2YuBNecg4
../music/animals	This Town Needs Guns _ Badger.mp3	animals	This Town Needs Guns	Badger	math rock	4HYzdsHaMNtMGAENz6Xr5O
../music/animals	This Town Needs Guns _ Chinchilla.mp3	animals	This Town Needs Guns	Chinchilla	math rock	4E0eZd48bymknQGhUntqag
../music/animals	This Town Needs Guns _ Crocodile.mp3	animals	This Town Needs Guns	Crocodile	math rock	2hkUMNolKP5ieH77YCFdRy
../music/animals	This Town Needs Guns _ Dog.mp3	animals	This Town Needs Guns	Dog	math rock	3UfMRxCgAZZh1eT8mFCHci
../music/animals	This Town Needs Guns _ Elk.mp3	animals	This Town Needs Guns	Elk	math rock	1XHMBvpEmYBek7nMWdSoNT
../music/animals	This Town Needs Guns _ Panda.mp3	animals	This Town Needs Guns	Panda	math rock	0pnJP3jdU9TmeSkGsNqvB2
../music/animals	This Town Needs Guns _ Quetzal.mp3	animals	This Town Needs Guns	Quetzal	math rock	7hSBrHvktje59QeXdqq1Cl
../music/animals	This Town Needs Guns _ Zebra.mp3	animals	This Town Needs Guns	Zebra	math rock	06Zo84o5S4qpI2JVGRUwGU
../music/anime	Toby Fox _ Undertale: Megalovania.mp3	anime	Toby Fox	Undertale: Megalovania	fantasy epic anime	1J03Vp93ybKIxfzYI4YJtL
../music/anime	Toshio Masuda _ Naruto: Sadness and Sorrow.mp3	anime	Toshio Masuda	Naruto: Sadness and Sorrow	elecro melancholica anime	21hmbKf1YE4D9HnJFeaH4O
../music/anime	Yutaka Yamada _ Death Note Suite.mp3	anime	Yutaka Yamada	Death Note Suite	hauntology anime	6sMGVt2mLOSjFXcYs1PBdR
../music/ankur	Ankur Tewari _ Aa Jaao - raw.mp3	ankur	Ankur Tewari	Aa Jaao - raw	melodica acousmatic pixie	050wOPfVf1QIRjXtKXXE7v
../music/ankur	Ankur Tewari (Ankur Tewari, Mike McKluskey) {Ankur Tewari} _ Jeene Mein Aye Maza.mp3	ankur	Ankur Tewari (Ankur Tewari, Mike McKluskey) {Ankur Tewari}	Jeene Mein Aye Maza	cabaret jazz	33HXbggKvIitg7y3UBhNfn
../music/ankur	Ankur Tewari, The Ghalat Family _ Dil Haare.mp3	ankur	Ankur Tewari, The Ghalat Family	Dil Haare	pashto romantico rock	26u6HGjzExhRZD5ifgTBnG
../music/ankur	Ankur Tewari, The Ghalat Family _ Harkat.mp3	ankur	Ankur Tewari, The Ghalat Family	Harkat	halftime emo groove	5TqGFiQ4jQuCtqgELzfYox
../music/ankur	Benny Dayal, Ankur Tewari _ Thin Line of Blue.mp3	ankur	Benny Dayal, Ankur Tewari	Thin Line of Blue	euphonium fuzz club	7ypiDTLq3MdPjceIdVmT7x
../music/anoushkaShankar	Anoushka Shankar _ Chasing Shadows.mp3	anoushkaShankar	Anoushka Shankar	Chasing Shadows	ambient hindustani classical	3K04iCSvtKLCccuPsjOLWA
../music/anoushkaShankar	Anoushka Shankar _ Dancing In Madness.mp3	anoushkaShankar	Anoushka Shankar	Dancing In Madness	ambient hindustani classical	5xAKjVD0yHzKRrDrdRzgAM
../music/anoushkaShankar	Anoushka Shankar _ Fathers.mp3	anoushkaShankar	Anoushka Shankar	Fathers	ambient hindustani classical	1Zh3ZKXUTAc7jp7xG8raid
../music/anoushkaShankar	Anoushka Shankar _ Indian Summer.mp3	anoushkaShankar	Anoushka Shankar	Indian Summer	ambient hindustani classical	7qW7YXi36ttjj6dJ2E6umt
../music/anoushkaShankar	Anoushka Shankar _ Lasya.mp3	anoushkaShankar	Anoushka Shankar	Lasya	flamenco hindustani	5yU6oTG6dh4JmP65f9CJht
../music/anoushkaShankar	Anoushka Shankar _ Monsoon.mp3	anoushkaShankar	Anoushka Shankar	Monsoon	ambient hindustani classical	2UORDFFZkwAZo3hkzOXT8U
../music/anoushkaShankar	Anoushka Shankar & Norah Jones _ Traces Of You extn.mp3	anoushkaShankar	Anoushka Shankar & Norah Jones	Traces Of You extn	ambient hindustani classical	218qtxbHJhY1aZQCfb6rOy
../music/anoushkaShankar	Anoushka Shankar, Karsh Kaale, Nora Jones _ Easy.mp3	anoushkaShankar	Anoushka Shankar, Karsh Kaale, Nora Jones	Easy	hindustani classical fusion	218qtxbHJhY1aZQCfb6rOy
../music/anoushkaShankar	Anoushka Shankar, Nitin Sahworey _ Flight.mp3	anoushkaShankar	Anoushka Shankar, Nitin Sahworey	Flight	ambient hindustani classical	1Peit04tcEKpVZ44fthtcs
../music/anoushkaShankar	Anoushka Shankar, Shilpa Rao, Ayanna Witter Johnson _ Those Words.mp3	anoushkaShankar	Anoushka Shankar, Shilpa Rao, Ayanna Witter Johnson	Those Words	meloncholia dhrupad	3qfCV6QrjAW9jML7u7pCSZ
../music/anupamRoy	Anupam Roy _ Amar Shawhore.mp3	anupamRoy	Anupam Roy	Amar Shawhore	dissonant dreamgaze	0KUJIRBJjLybRafx81DSma
../music/anupamRoy	Anupam Roy _ Lokkhiti.mp3	anupamRoy	Anupam Roy	Lokkhiti	grunge emo melenchloia rock	3LlBtqPdGBcWfLDSfMNCxq
../music/anupamRoy	Anupam Roy (Anupam Roy) {Anupam Roy} _ Teri Meri Baatein.mp3	anupamRoy	Anupam Roy (Anupam Roy) {Anupam Roy}	Teri Meri Baatein	fuzz rock	5wwQmWZtmEoV8XSm05zQvA
../music/anupamRoy	Satyaki Banerjee, Babul Supriyo, Anupam Roy (Anupam Roy) {Lalon Fakir,Javed Akhtar,Anupam Roy}[Satyaki Banerjee,Rishabh Ray,Nabarun Bose,Kaustav Biswas,Sandipan Parial,Ratul Shankar,Rohan Roy] _ Moner Manush - Coke Studio India Season4.mp3	anupamRoy	Satyaki Banerjee, Babul Supriyo, Anupam Roy (Anupam Roy) {Lalon Fakir,Javed Akhtar,Anupam Roy}[Satyaki Banerjee,Rishabh Ray,Nabarun Bose,Kaustav Biswas,Sandipan Parial,Ratul Shankar,Rohan Roy]	Moner Manush - Coke Studio India Season4	baithak fusion dhrupad	1z4gjUJrZ137DBaBhKZ46a
../music/ar	AR Rahman _ Desi Thoughts.mp3	ar	AR Rahman	Desi Thoughts	trance symphonic futurismo zenonesque	6PBXSuAUDKfrxppfxEbUHU
../music/ar	AR Rahman _ Naina Neer - Water.mp3	ar	AR Rahman	Naina Neer - Water	melodica violao capella	4FLwwvt9rq9yGoh2Gk1ePN
../music/ar	AR Rahman _ Surabhi Theme.mp3	ar	AR Rahman	Surabhi Theme	vapor wave symphonic	4FLwwvt9rq9yGoh2Gk1ePN
../music/ar	Chinmayi (AR Rahman) _ Tere Bina.mp3	ar	Chinmayi (AR Rahman)	Tere Bina	sufi romantico	4FeczSomVWVyU4FW7xDeAI
../music/ar	Javed Ali (AR Rahman) {Javed Akhtar} _ Jashn-E-Bahaaraa.mp3	ar	Javed Ali (AR Rahman) {Javed Akhtar}	Jashn-E-Bahaaraa	sufi romantico	1O5mTSQa0sCce9ghhDqIZl
../music/ar	Lata Mangeshkar, AR Rahman (AR Rahman) _ Lukka Chhupi.mp3	ar	Lata Mangeshkar, AR Rahman (AR Rahman)	Lukka Chhupi	carnatic rock wave	500H9ENeR5AYbKU1ScK6ME
../music/ar	Mika Singh, Nakash Aziz (AR Rahman){Irshad Kamil} _ Heer toh Badi Sad Hai.mp3	ar	Mika Singh, Nakash Aziz (AR Rahman){Irshad Kamil}	Heer toh Badi Sad Hai	street folk funk	4PAqqrrAL4ZPyw8pEYdGdV
../music/ar	Raghav Mathur, Shilpa Rao (AR Rahman) {Gulzar} _ Ishq Shava.mp3	ar	Raghav Mathur, Shilpa Rao (AR Rahman) {Gulzar}	Ishq Shava	hip-hop punk melodica	3RTL7zAwEu9vi5F4M9zeX1
../music/ar	Rashid Ali (AR Rahman) {Abbas Tyrewala} _ Kabhi Kabhi Aditi.mp3	ar	Rashid Ali (AR Rahman) {Abbas Tyrewala}	Kabhi Kabhi Aditi	eclectonica dub jazz	3APdIdF8H0jsxSuGOqXedS
../music/ar	Shankar Mahadevan, Kavita Krishnamurthy (AR Rahman) {Majrooh Sultanpuri, Javed Akhtar} _ Kay Sera Sera.mp3	ar	Shankar Mahadevan, Kavita Krishnamurthy (AR Rahman) {Majrooh Sultanpuri, Javed Akhtar}	Kay Sera Sera	concertina psychedelic vapor	0OXQa6GOzxeYWFopEmASw9
../music/ar	Sonu Nigam (AR Rahman) {Gulzar} _ Saathiya.mp3	ar	Sonu Nigam (AR Rahman) {Gulzar}	Saathiya	rhytm blues	78KKYDENYsw6jYfuEZsqJl
../music/ar	SP Balasubrahmanyam, Sujatha Mohan (AR Rahman) {PK Mishra} _ Roja Jaaneman.mp3	ar	SP Balasubrahmanyam, Sujatha Mohan (AR Rahman) {PK Mishra}	Roja Jaaneman	orchaestral romanticism	6o8dK6kcUvwrssG7uNPyT7
../music/ar	Surjo Bhattacharya (AR Rahman) _ Dheem Ta Dare.mp3	ar	Surjo Bhattacharya (AR Rahman)	Dheem Ta Dare	rhythm carnatic	6Cp7YFg2GfZMmiBBgylmX2
../music/ar	Vijay Prakash (AR Rahman) {Gulzar} _ Manmohini Morey.mp3	ar	Vijay Prakash (AR Rahman) {Gulzar}	Manmohini Morey	carnatic trallalero	5ZAXP6V20tpAagjLTU9z72
../music/ar	Vijay Prakash, Mustafa (AR Rahman) {Gulzar} _ Beera Beera.mp3	ar	Vijay Prakash, Mustafa (AR Rahman) {Gulzar}	Beera Beera	experimental street folk	0e0kOeyW2FKftCvVllfrnA
../music/arijit	Arijit Singh (Amit Trivedi) _ Yeh Fitoor Mera.mp3	arijit	Arijit Singh (Amit Trivedi)	Yeh Fitoor Mera	vapour edm sufi	3hp6JfJIxkv3sl7E6p7DQj
../music/arijit	Arijit Singh (Hanif Sheikh) {Hanif Sheikh, Manoj Yadav, Arun Kumar} _ Tose Naina.mp3	arijit	Arijit Singh (Hanif Sheikh) {Hanif Sheikh, Manoj Yadav, Arun Kumar}	Tose Naina	sufi romantico pixie	2dPUug9YiNL4ypu8UF8SnD
../music/arijit	Arijit Singh (Ilaiyaraaja) {Gulzar} _ Ae Zindagi Gale Laga Le.mp3	arijit	Arijit Singh (Ilaiyaraaja) {Gulzar}	Ae Zindagi Gale Laga Le	ghazal eclectonia arabesque symphic	4TkknEEgy9mpbDtSA9ZrKV
../music/arijit	Arijit Singh (Sohail Rana) {Fayyaz Hashmi} _ Aaj Jane Ki Zid Na Karo.mp3	arijit	Arijit Singh (Sohail Rana) {Fayyaz Hashmi}	Aaj Jane Ki Zid Na Karo	ghazal	3XTXnhyDRRHaP6Rm8utlfi
