../music/bops	Amitabh Bachchan (Kalyanji Anandji) {Haribansh Bachchan} _ Mere Angne.mp3	bops	Amitabh Bachchan (Kalyanji Anandji) {Haribansh Bachchan}	 Mere Angne	NO TRACK	[NO TRACK]
../music/rajeshRoshan	Amitabh Bachhan (Rajesh Roshan) {Anand Bakshi} _ Mere Paas Aao Mere Dosto.mp3	rajesh Roshan	Amitabh Bachhan (Rajesh Roshan) {Anand Bakshi}	 Mere Paas Aao Mere Dosto	NO TRACK	[NO TRACK]
../music/devD	,Amitabh Bhattacharya,, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya} _ Emosaonal Atyachar -  Brass Band.mp3,	dev D	,Amitabh Bhattacharya,, Amit Trivedi (Amit Trivedi) {Amitabh Bhattacharya},	 Emosaonal Atyachar -  Brass Band	NO TRACK	[NO TRACK]
../music/emo	Ananthaal _ Inayat.mp3	emo	Ananthaal	 Inayat	NO ALBUM	[NO ALBUM]
../music/callMeByYourName	André Laplante _ Une Barque Sur L'océan.mp3	call MeByYourName	André Laplante	 Une Barque Sur L'océan	NO ALBUM	[NO ALBUM]
../music/andromida	Andromida _ 0s and 1s Only.mp3	andromida	Andromida	 0s and 1s Only	NO TRACK	[NO TRACK]
../music/andromida	Andromida _ Timeless.mp3	andromida	Andromida	 Timeless	NO ALBUM	[NO ALBUM]
../music/andromida	Andromida _ Subject Zero.mp3	andromida	Andromida	 Subject Zero	NO ALBUM	[NO ALBUM]
../music/ankur	Ankur Tewari _ Aa Jaao - raw.mp3	ankur	Ankur Tewari	 Aa Jaao - raw	NO TRACK	[NO TRACK]
../music/ankur	,Ankur Tewari (Ankur Tewari,, Mike McKluskey) {Ankur Tewari} _ Jeene Mein Aye Maza.mp3,	ankur	,Ankur Tewari (Ankur Tewari,, Mike McKluskey) {Ankur Tewari},	 Jeene Mein Aye Maza	NO ALBUM	[NO ALBUM]
../music/ankur	,Ankur Tewari,, The Ghalat Family _ Dil Haare.mp3,	ankur	,Ankur Tewari,, The Ghalat Family,	 Dil Haare	NO ALBUM	[NO ALBUM]
../music/ankur	,Ankur Tewari,, The Ghalat Family _ Harkat.mp3,	ankur	,Ankur Tewari,, The Ghalat Family,	 Harkat	NO ALBUM	[NO ALBUM]
../music/rajeshRoshan	Anna Salman {Rajesh Roshan} (Indivar) _ Jab Koi Baat (Cover).mp3	rajesh Roshan	Anna Salman {Rajesh Roshan} (Indivar)	 Jab Koi Baat (Cover)	NO ALBUM	[NO ALBUM]
../music/anoushkaShankar	Anoushka Shankar _ Lasya.mp3	anoushka Shankar	Anoushka Shankar	 Lasya	NO ALBUM	[NO ALBUM]
../music/anoushkaShankar	Anoushka Shankar _ Chasing Shadows.mp3	anoushka Shankar	Anoushka Shankar	 Chasing Shadows	sitar	,[sitar,,fip,,Indian,,bollywood,,indian music],
../music/anoushkaShankar	Anoushka Shankar _ Dancing In Madness.mp3	anoushka Shankar	Anoushka Shankar	 Dancing In Madness	ambient	,[ambient,,world],
../music/anoushkaShankar	Anoushka Shankar _ Indian Summer.mp3	anoushka Shankar	Anoushka Shankar	 Indian Summer	fip	[fip]
../music/anoushkaShankar	Anoushka Shankar _ Fathers.mp3	anoushka Shankar	Anoushka Shankar	 Fathers	instrumental	,[instrumental,,folk,,Indian,,inspiring,,folk - world and country],
../music/anoushkaShankar	Anoushka Shankar _ Monsoon.mp3	anoushka Shankar	Anoushka Shankar	 Monsoon	asia	,[asia,,Indian Fusion],
../music/anoushkaShankar	Anoushka Shankar & Norah Jones _ Traces Of You extn.mp3	anoushka Shankar	Anoushka Shankar & Norah Jones	 Traces Of You extn	sitar	,[sitar,,instrumental,,percussion,,Indian,,raga],
../music/anoushkaShankar	,Anoushka Shankar,, Karsh Kaale,, Nora Jones _ Easy.mp3,	anoushka Shankar	,Anoushka Shankar,, Karsh Kaale,, Nora Jones,	 Easy	NO ALBUM	[NO ALBUM]
../music/anoushkaShankar	,Anoushka Shankar,, Nitin Sahworey _ Flight.mp3,	anoushka Shankar	,Anoushka Shankar,, Nitin Sahworey,	 Flight	NO ALBUM	[NO ALBUM]
../music/anoushkaShankar	,Anoushka Shankar,, Shilpa Rao,, Ayanna Witter Johnson _ Those Words.mp3,	anoushka Shankar	,Anoushka Shankar,, Shilpa Rao,, Ayanna Witter Johnson,	 Those Words	NO TRACK	[NO TRACK]
../music/percussion	Antim _ Droplets.mp3	percussion	Antim	 Droplets	melancholic	,[melancholic,,Progressive rock,,atmospheric,,rock,,atmospheric rock],
../music/emo	Antimatter _ Fighting For A Lost Cause.mp3	emo	Antimatter	 Fighting For A Lost Cause	NO TRACK	[NO TRACK]
../music/satyajitRay	Anup Ghoshal (Satyajit Ray) _ Paye Pori Baagh Mama.mp3	satyajit Ray	Anup Ghoshal (Satyajit Ray)	 Paye Pori Baagh Mama	NO TRACK	[NO TRACK]
../music/satyajitRay	Anup Ghoshal (Satyajit Ray) _ Ese Hirak Deshay.mp3	satyajit Ray	Anup Ghoshal (Satyajit Ray)	 Ese Hirak Deshay	NO TRACK	[NO TRACK]
../music/satyajitRay	Anup Ghoshal (Satyajit Ray) _ Aaha Ki Anando Akashe Batashye.mp3	satyajit Ray	Anup Ghoshal (Satyajit Ray)	 Aaha Ki Anando Akashe Batashye	NO ALBUM	[NO ALBUM]
../music/satyajitRay	Anup Ghoshal (Satyajit Ray) _ Mora Dujonbhayra Bhai.mp3	satyajit Ray	Anup Ghoshal (Satyajit Ray)	 Mora Dujonbhayra Bhai	NO ALBUM	[NO ALBUM]
../music/satyajitRay	Anup Ghoshal (Satyajit Ray) _ Dekho re nayan mele.mp3	satyajit Ray	Anup Ghoshal (Satyajit Ray)	 Dekho re nayan mele	NO ALBUM	[NO ALBUM]
../music/satyajitRay	Anup Ghoshal (Satyajit Ray) _ Aar Bilombo.mp3	satyajit Ray	Anup Ghoshal (Satyajit Ray)	 Aar Bilombo	NO TRACK	[NO TRACK]
../music/satyajitRay	Anup Ghoshal (Satyajit Ray) _ Dhoronako Shantrimoshai.mp3	satyajit Ray	Anup Ghoshal (Satyajit Ray)	 Dhoronako Shantrimoshai	NO TRACK	[NO TRACK]
../music/satyajitRay	,Anup Ghoshal,, Rabi Ghosh (Satyajit Ray) _ O Montri Moshai.mp3,	satyajit Ray	,Anup Ghoshal,, Rabi Ghosh (Satyajit Ray),	 O Montri Moshai	NO TRACK	[NO TRACK]
../music/satyajitRay	,Anup Ghoshal,, Rabi Ghosh (Satyajit Ray) _ Bhuter Raja Dilo Bor.mp3,	satyajit Ray	,Anup Ghoshal,, Rabi Ghosh (Satyajit Ray),	 Bhuter Raja Dilo Bor	NO TRACK	[NO TRACK]
../music/anupamRoy	Anupam Roy _ Lokkhiti.mp3	anupam Roy	Anupam Roy	 Lokkhiti	NO ALBUM	[NO ALBUM]
../music/anupamRoy	Anupam Roy _ Amar Shawhore.mp3	anupam Roy	Anupam Roy	 Amar Shawhore	NO ALBUM	[NO ALBUM]
../music/anupamRoy	Anupam Roy (Anupam Roy) {Anupam Roy} _ Teri Meri Baatein.mp3	anupam Roy	Anupam Roy (Anupam Roy) {Anupam Roy}	 Teri Meri Baatein	NO ALBUM	[NO ALBUM]
../music/bops	,Anuradha Paudwal,, Bappi Lahiri _ Tamma Tamma.mp3,	bops	,Anuradha Paudwal,, Bappi Lahiri,	 Tamma Tamma	NO ALBUM	[NO ALBUM]
../music/panchayat	Anurag Saikia _ Ek Akela Ped.mp3	panchayat	Anurag Saikia	 Ek Akela Ped	NO ALBUM	[NO ALBUM]
../music/panchayat	Anurag Saikia _ Chal Chala Chal.mp3	panchayat	Anurag Saikia	 Chal Chala Chal	NO TRACK	[NO TRACK]
../music/panchayat	Anurag Saikia _ Is Raat Ki Subah Nahi.mp3	panchayat	Anurag Saikia	 Is Raat Ki Subah Nahi	NO ALBUM	[NO ALBUM]
../music/panchayat	Anurag Saikia _ Anjaan Galiyaan.mp3	panchayat	Anurag Saikia	 Anjaan Galiyaan	NO ALBUM	[NO ALBUM]
../music/panchayat	Anurag Saikia _ Baat Us Raat Ki.mp3	panchayat	Anurag Saikia	 Baat Us Raat Ki	NO ALBUM	[NO ALBUM]
../music/panchayat	Anurag Saikia _ Aur Kitna Door.mp3	panchayat	Anurag Saikia	 Aur Kitna Door	NO ALBUM	[NO ALBUM]
../music/panchayat	Anurag Saikia _ Hiya Tho.mp3	panchayat	Anurag Saikia	 Hiya Tho	NO ALBUM	[NO ALBUM]
../music/robindroSongeet	,Anwesa (Rabindranath Tagore,, Meghdeep Bose) {Rabindranath Tagore,, Dilip Bose} [Meghdeep Bose] _ Jaanu Na.mp3,	robindro Songeet	,Anwesa (Rabindranath Tagore,, Meghdeep Bose) {Rabindranath Tagore,, Dilip Bose} [Meghdeep Bose],	 Jaanu Na	NO TRACK	[NO TRACK]
../music/honeysuckle	Aphrow _ Snowball.mp3.min	honeysuckle	Aphrow	 Snowball.min	NO TRACK	[NO ALBUM]
../music/emo	Apparat _ Goodbye.mp3	emo	Apparat	 Goodbye	electronic	,[electronic,,Breaking Bad,,Soundtrack,,electronica,,dark],
../music/harmony	AR _ Man Mauj Mein - Part 1.mp3	harmony	AR	 Man Mauj Mein - Part 1	NO TRACK	[NO TRACK]
../music/harmony	AR _ End Title.mp3	harmony	AR	 End Title	NO ALBUM	[NO ALBUM]
../music/harmony	AR _ Man Mauj Mein - Part 2.mp3	harmony	AR	 Man Mauj Mein - Part 2	NO ALBUM	[NO ALBUM]
../music/harmony	AR _ Opening Title.mp3	harmony	AR	 Opening Title	sufi	[sufi]
../music/slumdogMillionare	AR Rahman _ Mausam And Escape.mp3	slumdog Millionare	AR Rahman	 Mausam And Escape	Soundtrack	,[Soundtrack,,instrumental,,slumdog millionaire,,beautiful,,chillout],
../music/slumdogMillionare	AR Rahman _ Ringa Ringa.mp3	slumdog Millionare	AR Rahman	 Ringa Ringa	Soundtrack	,[Soundtrack,,world,,bollywood,,Hindi],
../music/slumdogMillionare	AR Rahman _ Latika's Theme.mp3	slumdog Millionare	AR Rahman	 Latika's Theme	NO TRACK	[NO TRACK]
../music/rhtdm	AR Rahman _ RHTDM Theme.mp3	rhtdm	AR Rahman	 RHTDM Theme	NO TRACK	[NO TRACK]
../music/rhtdm	AR Rahman _ Zara Zara.mp3	rhtdm	AR Rahman	 Zara Zara	NO TRACK	[NO TRACK]
../music/bombay	AR Rahman _ Uyire Uyire.mp3	bombay	AR Rahman	 Uyire Uyire	NO TRACK	[NO TRACK]
../music/ar	AR Rahman _ Surabhi Theme.mp3	ar	AR Rahman	 Surabhi Theme	Soundtrack	,[Soundtrack,,Indian,,slumdog millionaire,,bollywood,,World Music],
../music/ar	AR Rahman _ Naina Neer - Water.mp3	ar	AR Rahman	 Naina Neer - Water	NO TRACK	[NO TRACK]
../music/ar	AR Rahman _ Desi Thoughts.mp3	ar	AR Rahman	 Desi Thoughts	NO TRACK	[NO TRACK]
../music/bombay	AR Rahman - Bombay Theme.mp3	bombay	AR Rahman - Bombay Theme.mp3	 AR Rahman - Bombay Theme	NO ALBUM	[NO ALBUM]
../music/berkleeIndianEnsemble	,AR Rahman,, Berklee Indian Ensemble _  Kun Faya Kun.mp3,	berklee IndianEnsemble	,AR Rahman,, Berklee Indian Ensemble,	  Kun Faya Kun	NO TRACK	[NO TRACK]
../music/berkleeIndianEnsemble	,AR Rahman,, Berklee Indian Ensemble,, Prasanna _ Desi Thoughts.mp3,	berklee IndianEnsemble	,AR Rahman,, Berklee Indian Ensemble,, Prasanna,	 Desi Thoughts	NO TRACK	[NO TRACK]
../music/berkleeIndianEnsemble	,AR Rahman,, Berklee Indian Ensemble,, Prasanna,, Mohini Dey _ Thee Thee & Malargale.mp3,	berklee IndianEnsemble	,AR Rahman,, Berklee Indian Ensemble,, Prasanna,, Mohini Dey,	 Thee Thee & Malargale	NO TRACK	[NO TRACK]
../music/mom	,AR Rahman,, Shashaa Tirupati (AR Rahman) {Irshad Kamil} _ O Sona Tere.mp3,	mom	,AR Rahman,, Shashaa Tirupati (AR Rahman) {Irshad Kamil},	 O Sona Tere	NO TRACK	[NO TRACK]
../music/okJaanu	,AR Rahman,, Srinidhi Venkatesh _ Ok Jaanu.mp3,	ok Jaanu	,AR Rahman,, Srinidhi Venkatesh,	 Ok Jaanu	indie rock	,[indie rock,,indie,,alternative,,arctic monkeys,,rock],
../music/harmony	,AR,, Lourembam Bedadbati _ Floating Circles.mp3,	harmony	,AR,, Lourembam Bedadbati,	 Floating Circles	swati jain	[swati jain]
../music/harmony	,AR,, Mickma Tshering Lepcha _ Rainmaker.mp3,	harmony	,AR,, Mickma Tshering Lepcha,	 Rainmaker	NO ALBUM	[NO ALBUM]
../music/harmony	,AR,, Sajith Vijayan _ Wakeup Jungle.mp3,	harmony	,AR,, Sajith Vijayan,	 Wakeup Jungle	NO ALBUM	[NO ALBUM]
../music/harmony	,AR,, Ustad Mohi Baha Uddin Dagar _ Sunset Malkauns.mp3,	harmony	,AR,, Ustad Mohi Baha Uddin Dagar,	 Sunset Malkauns	NO TRACK	[NO TRACK]
../music/emo	Arati Mukherjee _ Aji Jharo Jharo.mp3	emo	Arati Mukherjee	 Aji Jharo Jharo	NO ALBUM	[NO ALBUM]
../music/bops	Aravasu _ Jaane Bhi Do Yaaro.mp3	bops	Aravasu	 Jaane Bhi Do Yaaro	sufi	,[sufi,,bollywood,,Hindi],
../music/unsorted	aravasu-Jaane Bhi Do Yaaro.mp3	unsorted	aravasu-Jaane Bhi Do Yaaro.mp3	 aravasu-Jaane Bhi Do Yaaro	Soundtrack	,[Soundtrack,,Love,,world,,bollywood,,2017],
../music/emo	Arctic Monkeys _ Do I Wanna Know.mp3	emo	Arctic Monkeys	 Do I Wanna Know	NO ALBUM	[NO ALBUM]
../music/emo	Arif Lohar _ Jugni.mp3	emo	Arif Lohar	 Jugni	NO ALBUM	[NO ALBUM]
../music/raazi	Arijit Singh _ Ae Watan (Shankar-Ehsaan-Loy) {Gulzaar}.mp3	raazi	Arijit Singh	 Ae Watan (Shankar-Ehsaan-Loy) {Gulzaar}	NO ALBUM	[NO ALBUM]
../music/arijit	Arijit Singh (Amit Trivedi) _ Yeh Fitoor Mera.mp3	arijit	Arijit Singh (Amit Trivedi)	 Yeh Fitoor Mera	NO ALBUM	[NO ALBUM]
../music/okJaanu	Arijit Singh (AR Rahman) _ Enna Sona.mp3	ok Jaanu	Arijit Singh (AR Rahman)	 Enna Sona	NO ALBUM	[NO ALBUM]
../music/arijit	,Arijit Singh (Hanif Sheikh) {Hanif Sheikh,, Manoj Yadav,, Arun Kumar} _ Tose Naina.mp3,	arijit	,Arijit Singh (Hanif Sheikh) {Hanif Sheikh,, Manoj Yadav,, Arun Kumar},	 Tose Naina	NO TRACK	[NO TRACK]
../music/arijit	Arijit Singh (Ilaiyaraaja) {Gulzar} _ Ae Zindagi Gale Laga Le.mp3	arijit	Arijit Singh (Ilaiyaraaja) {Gulzar}	 Ae Zindagi Gale Laga Le	NO ALBUM	[NO ALBUM]
../music/citylights	Arijit Singh (Jeet Ganguli) {Rashmi Singh} _ Soney Do.mp3	citylights	Arijit Singh (Jeet Ganguli) {Rashmi Singh}	 Soney Do	Hindi Mellow	,[Hindi Mellow,,untitled playlist],
../music/aashiqui2	Arijit Singh (Jeet Ganguly) {Irshad Kamil} _ Milne Hai Mujhse Aayi.mp3	aashiqui2	Arijit Singh (Jeet Ganguly) {Irshad Kamil}	 Milne Hai Mujhse Aayi	NO ALBUM	[NO ALBUM]
../music/aashiqui2	Arijit Singh (Mithoon) _ Tum Hi Ho.mp3	aashiqui2	Arijit Singh (Mithoon)	 Tum Hi Ho	party	,[party,,10s,,bollywood,,2016],
../music/pritam	Arijit Singh (Pritam) _ Kalank.mp3	pritam	Arijit Singh (Pritam)	 Kalank	NO ALBUM	[NO ALBUM]
