folder,file,album,artist,title
"../music/SEL","Shankar Mahadevan (Shankar – Ehsaan – Loy) {Prasoon Joshi} _ Pyaar Ke Liye.mp3","SEL","Shankar Mahadevan (Shankar – Ehsaan – Loy) {Prasoon Joshi}", "Pyaar Ke Liye"
"../music/SEL","Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar} _ Dil Chahta Hai.mp3","SEL","Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar}", "Dil Chahta Hai"
"../music/SEL","Shaan, Vasundhara Das, Loy Mendonsa & Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar _ Where's The Party Tonight.mp3","SEL","Shaan, Vasundhara Das, Loy Mendonsa & Shankar Mahadevan (Shankar-Ehsaan-Loy) {Javed Akhtar", "Where's The Party Tonight"
"../music/SEL","KK, Sukhwinder Singh, Mahalakshmi Iyer (Shankar-Ehsaan Loy) _ Jhoom Barabar Jhoom.mp3","SEL","KK, Sukhwinder Singh, Mahalakshmi Iyer (Shankar-Ehsaan Loy)", "Jhoom Barabar Jhoom"
"../music/SEL","Arijit Singh, Chinmayi Sripada (Shankar-Ehsaan-Loy) {Amitabh Bhattacharya} _ Mast Magan (slowed + reverb).mp3","SEL","Arijit Singh, Chinmayi Sripada (Shankar-Ehsaan-Loy) {Amitabh Bhattacharya}", "Mast Magan (slowed + reverb)"
"../music/indianRaga","Indian Raga _ Feeling Good (Indian Mix) Nina Simone Jazz Classics Remix.mp3","indian Raga","Indian Raga", "Feeling Good (Indian Mix) Nina Simone Jazz Classics Remix"
"../music/indianRaga","Indian Raga _ Aadu Paambe.mp3","indian Raga","Indian Raga", "Aadu Paambe"
"../music/indianRaga","Indian Raga _ Tabla Trap Padhant.mp3","indian Raga","Indian Raga", "Tabla Trap Padhant"
"../music/indianRaga","Indian Raga _ Uptown Funk Raga Mix.mp3","indian Raga","Indian Raga", "Uptown Funk Raga Mix"
"../music/indianRaga","Indian Raga _ Jaagu Main saari - Maru Bihag.mp3","indian Raga","Indian Raga", "Jaagu Main saari - Maru Bihag"
"../music/indianRaga","Indian Raga _ EDM Thillana Ananda Bhairavi.mp3","indian Raga","Indian Raga", "EDM Thillana Ananda Bhairavi"
"../music/indianRaga","Indian Raga _ Jao Jao.mp3","indian Raga","Indian Raga", "Jao Jao"
"../music/indianRaga","Indian Raga _ Piya Se Naina - Desh Thillana Mashup.mp3","indian Raga","Indian Raga", "Piya Se Naina - Desh Thillana Mashup"
"../music/rdBurman","Mukesh (RD Burman) {Majrooh Sultanpuri} _ Ek Din Bik Jaayega Mati Ke Mol.mp3","rd Burman","Mukesh (RD Burman) {Majrooh Sultanpuri}", "Ek Din Bik Jaayega Mati Ke Mol"
"../music/rdBurman","Kishore Kumar (RD Burman) {Anand Bakshi} _ Zindagi ke safar mein guzar jate hain.mp3","rd Burman","Kishore Kumar (RD Burman) {Anand Bakshi}", "Zindagi ke safar mein guzar jate hain"
"../music/rdBurman","Sushma Shreshtha, Mohammed Rafi (RD Burman).mp3","rd Burman","Sushma Shreshtha, Mohammed Rafi (RD Burman).mp3", "Sushma Shreshtha, Mohammed Rafi (RD Burman)"
"../music/rdBurman","Kishore Kumar (RD Burman) {Anand Bakshi} _ Ek Ajnabee Haseena Se Ajnabee.mp3","rd Burman","Kishore Kumar (RD Burman) {Anand Bakshi}", "Ek Ajnabee Haseena Se Ajnabee"
"../music/rdBurman","Asha Bhosle, Sharad Kumar (RD Burman) {Anand Bakshi} _ Do Lafzon Ki Hai Dil Ki Kahani.mp3","rd Burman","Asha Bhosle, Sharad Kumar (RD Burman) {Anand Bakshi}", "Do Lafzon Ki Hai Dil Ki Kahani"
"../music/rdBurman","Ashok Kumar,Asha Bhosle (RD Burman) {Gulzar} _ Piya Bawari.mp3","rd Burman","Ashok Kumar,Asha Bhosle (RD Burman) {Gulzar}", "Piya Bawari"
"../music/rdBurman","Lata Mangeshkar, DJ Doll (RD Burman) _ Kaanta Laga.mp3","rd Burman","Lata Mangeshkar, DJ Doll (RD Burman)", "Kaanta Laga"
"../music/rdBurman","Shailendra Singh (RD Burman {Gulshan Bawra} _  Humne Tumko Dekha.mp3","rd Burman","Shailendra Singh (RD Burman {Gulshan Bawra}", " Humne Tumko Dekha"
"../music/rdBurman","Kishore Kumar (RD Burman) {Gulzar} _ Aanewala Pal Janewala Hai.mp3","rd Burman","Kishore Kumar (RD Burman) {Gulzar}", "Aanewala Pal Janewala Hai"
"../music/rdBurman","Kishore Kumar (RD Burman) _ Jahan Teri Yeh Nazar Hai.mp3","rd Burman","Kishore Kumar (RD Burman)", "Jahan Teri Yeh Nazar Hai"
"../music/rdBurman","Mohammed Rafi, RD Burman (RD Burman) {Anand Bakshi} _ Yamma Yamma.mp3","rd Burman","Mohammed Rafi, RD Burman (RD Burman) {Anand Bakshi}", "Yamma Yamma"
"../music/noOneElseCanWearYourCrown","Oh Wonder _ I Wish I Never Met You.mp3","no OneElseCanWearYourCrown","Oh Wonder", "I Wish I Never Met You"
"../music/noOneElseCanWearYourCrown","Oh Wonder _ Hallelujah.mp3","no OneElseCanWearYourCrown","Oh Wonder", "Hallelujah"
"../music/noOneElseCanWearYourCrown","Oh Wonder _ Better Now (Acoustic).mp3","no OneElseCanWearYourCrown","Oh Wonder", "Better Now (Acoustic)"
"../music/noOneElseCanWearYourCrown","Oh wonder _ In and Out of Love.mp3","no OneElseCanWearYourCrown","Oh wonder", "In and Out of Love"
"../music/meganTrainor","Meghan Trainor _ Hopeless Romantic.mp3","megan Trainor","Meghan Trainor", "Hopeless Romantic"
"../music/meganTrainor","Meghan Trainor _ Lips are moving.mp3","megan Trainor","Meghan Trainor", "Lips are moving"
"../music/meganTrainor","Meghan Trainor _ Wave.mp3","megan Trainor","Meghan Trainor", "Wave"
"../music/meganTrainor","Meghan Trainor _ All that Bass.mp3","megan Trainor","Meghan Trainor", "All that Bass"
"../music/meganTrainor","Meghan Trainor _ No.mp3","megan Trainor","Meghan Trainor", "No"
"../music/maroon5","Maroon 5 _ Lips On You.mp3","maroon5","Maroon 5", "Lips On You"
"../music/maroon5","Maroon 5 _ Lost Stars.mp3","maroon5","Maroon 5", "Lost Stars"
"../music/adnanSami","Adnan Sami (Adnan Sami) {Sameer} _ Nain Se Naino Ko Mila.mp3","adnan Sami","Adnan Sami (Adnan Sami) {Sameer}", "Nain Se Naino Ko Mila"
"../music/adnanSami","Adnan Sami (AR Rahman) {Gulzar} _ Aye Udi Udi.mp3","adnan Sami","Adnan Sami (AR Rahman) {Gulzar}", "Aye Udi Udi"
"../music/adnanSami","Adnan Sami _ Kabhi Nahi.mp3","adnan Sami","Adnan Sami", "Kabhi Nahi"
"../music/anoushkaShankar","Anoushka Shankar _ Lasya.mp3","anoushka Shankar","Anoushka Shankar", "Lasya"
"../music/anoushkaShankar","Anoushka Shankar _ Chasing Shadows.mp3","anoushka Shankar","Anoushka Shankar", "Chasing Shadows"
"../music/anoushkaShankar","Anoushka Shankar, Shilpa Rao, Ayanna Witter Johnson _ Those Words.mp3","anoushka Shankar","Anoushka Shankar, Shilpa Rao, Ayanna Witter Johnson", "Those Words"
"../music/anoushkaShankar","Anoushka Shankar, Karsh Kaale, Nora Jones _ Easy.mp3","anoushka Shankar","Anoushka Shankar, Karsh Kaale, Nora Jones", "Easy"
"../music/anoushkaShankar","Anoushka Shankar, Nitin Sahworey _ Flight.mp3","anoushka Shankar","Anoushka Shankar, Nitin Sahworey", "Flight"
"../music/anoushkaShankar","Anoushka Shankar _ Dancing In Madness.mp3","anoushka Shankar","Anoushka Shankar", "Dancing In Madness"
"../music/anoushkaShankar","Anoushka Shankar _ Indian Summer.mp3","anoushka Shankar","Anoushka Shankar", "Indian Summer"
"../music/anoushkaShankar","Anoushka Shankar _ Fathers.mp3","anoushka Shankar","Anoushka Shankar", "Fathers"
"../music/anoushkaShankar","Anoushka Shankar _ Monsoon.mp3","anoushka Shankar","Anoushka Shankar", "Monsoon"
"../music/anoushkaShankar","Anoushka Shankar & Norah Jones _ Traces Of You extn.mp3","anoushka Shankar","Anoushka Shankar & Norah Jones", "Traces Of You extn"
"../music/raanjhanaa","Shiraz Uppal, Jaswinder Singh (AR Rahman) {Irshaad Kamil} _ Raanjhanaa.mp3","raanjhanaa","Shiraz Uppal, Jaswinder Singh (AR Rahman) {Irshaad Kamil}", "Raanjhanaa"
"../music/raanjhanaa","Shreya Ghoshal, Anwesha Datta Gupta, Meenal Jain (AR Rahman) {Irshaad Kamil} _ Banarasiya.mp3","raanjhanaa","Shreya Ghoshal, Anwesha Datta Gupta, Meenal Jain (AR Rahman) {Irshaad Kamil}", "Banarasiya"
"../music/raanjhanaa","Madhushree, Chinmayee, Vaishali, Aanchal Sethi (AR Rahman) {Irshaad Kamil} _ Ay Sakhi.mp3","raanjhanaa","Madhushree, Chinmayee, Vaishali, Aanchal Sethi (AR Rahman) {Irshaad Kamil}", "Ay Sakhi"
"../music/raanjhanaa","Sukhwinder Singh [KMMC Sufi Ensemble] (AR Rahman) {Irshad Kamil} _ Piya Milenge.mp3","raanjhanaa","Sukhwinder Singh [KMMC Sufi Ensemble] (AR Rahman) {Irshad Kamil}", "Piya Milenge"
"../music/raanjhanaa","Javed Ali (AR Rahman) {Irshad Kamil} _ Tum Tak.mp3","raanjhanaa","Javed Ali (AR Rahman) {Irshad Kamil}", "Tum Tak"
"../music/linkin","Linkin Park _ Numb.mp3","linkin","Linkin Park", "Numb"
"../music/linkin","Linkin Park, Mellen Gi _ In the End Remix.mp3","linkin","Linkin Park, Mellen Gi", "In the End Remix"
"../music/linkin","Linkin Park _ Castle Of Glass.mp3","linkin","Linkin Park", "Castle Of Glass"
"../music/linkin","Linkin Park _ In The End.mp3","linkin","Linkin Park", "In The End"
"../music/linkin/unsorted","Bonafide,Bilal Saeed _ Memories.mp3","unsorted","Bonafide,Bilal Saeed", "Memories"
"../music/linkin/unsorted","The Spinto Band _ Muesli.mp3","unsorted","The Spinto Band", "Muesli"
"../music/linkin/unsorted","Shradhha Kapoor _ Galliyan.mp3","unsorted","Shradhha Kapoor", "Galliyan"
"../music/linkin/unsorted","Soft Metal _ Mystic Trip to Al-Dzazir.mp3","unsorted","Soft Metal", "Mystic Trip to Al-Dzazir"
"../music/linkin/unsorted","Binary One _ Returning.mp3","unsorted","Binary One", "Returning"
"../music/linkin/unsorted","America _ A Horse With No Name.mp3","unsorted","America", "A Horse With No Name"
"../music/linkin/unsorted","aravasu-Jaane Bhi Do Yaaro.mp3","unsorted","aravasu-Jaane Bhi Do Yaaro.mp3", "aravasu-Jaane Bhi Do Yaaro"
"../music/linkin/unsorted","unkown _ Snowfall.mp3","unsorted","unkown", "Snowfall"
"../music/linkin/unsorted","Tulsi Kumar (Hanif Shaikh) _ Mujhe Teri.mp3","unsorted","Tulsi Kumar (Hanif Shaikh)", "Mujhe Teri"
"../music/linkin/unsorted","Prakriti Kakar (Amaal Mallik) {Manoj Muntashir} _ Hai Zaroori - 1st verse.mp3","unsorted","Prakriti Kakar (Amaal Mallik) {Manoj Muntashir}", "Hai Zaroori - 1st verse"
"../music/linkin/unsorted","Halo _ Beyoncé.mp3","unsorted","Halo", "Beyoncé"
"../music/linkin/unsorted","unknown _ Linus and Lucy.mp3","unsorted","unknown", "Linus and Lucy"
"../music/mohitChauhan","Mohit Chauhan (Pritam) _ Tum Se Hi.mp3","mohit Chauhan","Mohit Chauhan (Pritam)", "Tum Se Hi"
"../music/mohitChauhan","Mohit Chauhan (Pritam) {Sandeep Shrivastava} _ Tune Jo Na Kaha.mp3","mohit Chauhan","Mohit Chauhan (Pritam) {Sandeep Shrivastava}", "Tune Jo Na Kaha"
"../music/kanishkSeth","Kanishk Seth _ Thehra.mp3","kanishk Seth","Kanishk Seth", "Thehra"
"../music/kanishkSeth","Kanishk Seth _ Gum Huye Hum.mp3","kanishk Seth","Kanishk Seth", "Gum Huye Hum"
"../music/kanishkSeth","Kanishk Seth, Kavita Seth _ Rangi Saari.mp3","kanishk Seth","Kanishk Seth, Kavita Seth", "Rangi Saari"
"../music/heartEyes","Vijay Yesudas (Rajesh Murugesan) {Shabareesh Varma} _ Malare.mp3","heart Eyes","Vijay Yesudas (Rajesh Murugesan) {Shabareesh Varma}", "Malare"
"../music/heartEyes","Chevy _ uwu.mp3","heart Eyes","Chevy", "uwu"
"../music/heartEyes","Sooraj Santhosh, Madhuvanthi Narayan (Vishnu Vijay {Vinayak Sasikumar} _ Aaradhike.mp3","heart Eyes","Sooraj Santhosh, Madhuvanthi Narayan (Vishnu Vijay {Vinayak Sasikumar}", "Aaradhike"
"../music/heartEyes","Raj Barman (MM Kreem) {Indeevar} _ Tum Mile Dil Khile - cover.mp3","heart Eyes","Raj Barman (MM Kreem) {Indeevar}", "Tum Mile Dil Khile - cover"
"../music/heartEyes","Romy, Pawni Pandey (Shashwat Sachdev) {Anvita Dutt} _ Sahiba.mp3","heart Eyes","Romy, Pawni Pandey (Shashwat Sachdev) {Anvita Dutt}", "Sahiba"
"../music/heartEyes","Shreya Ghoshal (Vijay Prakash) {V Nagendra Prasad} _ Saaluthillave.mp3","heart Eyes","Shreya Ghoshal (Vijay Prakash) {V Nagendra Prasad}", "Saaluthillave"
"../music/rajeshRoshan","Amitabh Bachhan (Rajesh Roshan) {Anand Bakshi} _ Mere Paas Aao Mere Dosto.mp3","rajesh Roshan","Amitabh Bachhan (Rajesh Roshan) {Anand Bakshi}", "Mere Paas Aao Mere Dosto"
"../music/rajeshRoshan","Anna Salman {Rajesh Roshan} (Indivar) _ Jab Koi Baat (Cover).mp3","rajesh Roshan","Anna Salman {Rajesh Roshan} (Indivar)", "Jab Koi Baat (Cover)"
"../music/rajeshRoshan","Lucky Ali, Ramya (Rajesh Roshan) {Ibrahim Ashq} _ Na tum Jaano Na Hum.mp3","rajesh Roshan","Lucky Ali, Ramya (Rajesh Roshan) {Ibrahim Ashq}", "Na tum Jaano Na Hum"
"../music/rajeshRoshan","Kishore Kumar (Rajesh Roshan) {Anjaan} _ Sara Zamana.mp3","rajesh Roshan","Kishore Kumar (Rajesh Roshan) {Anjaan}", "Sara Zamana"
"../music/mirzaGhalib","Jagjit Singh {Mirza Ghalib} _ Har Ek Baat Pe Kehte Ho Tum.mp3","mirza Ghalib","Jagjit Singh {Mirza Ghalib}", "Har Ek Baat Pe Kehte Ho Tum"
"../music/mirzaGhalib","Jagjit Singh {Mirza Ghalib} _ Hazaron Khwahishein.mp3","mirza Ghalib","Jagjit Singh {Mirza Ghalib}", "Hazaron Khwahishein"
"../music/mirzaGhalib","Jagjit Singh, Chitra Singh {Mirza Ghalib} _ Dil-e-Nadaan.mp3","mirza Ghalib","Jagjit Singh, Chitra Singh {Mirza Ghalib}", "Dil-e-Nadaan"
"../music/troye","Troye Sivan _ Revelation.mp3","troye","Troye Sivan", "Revelation"
"../music/troye","Troye Sivan _ Take Yourself Home.mp3","troye","Troye Sivan", "Take Yourself Home"
"../music/crossRecords","Cross Records _ Steady Waves.mp3","cross Records","Cross Records", "Steady Waves"
"../music/crossRecords","Cross Records _ The Depths.mp3","cross Records","Cross Records", "The Depths"
"../music/jaredHalley","Jared Halley _ GOT theme.mp3","jared Halley","Jared Halley", "GOT theme"
"../music/jaredHalley","Jared Halley _ Imagine Dragons Mashup.mp3","jared Halley","Jared Halley", "Imagine Dragons Mashup"
"../music/joker","Hildur Guðnadóttir _ Defeated Clown.mp3","joker","Hildur Guðnadóttir", "Defeated Clown"
"../music/joker","Hildur Guðnadóttir _ Call Me Joker.mp3","joker","Hildur Guðnadóttir", "Call Me Joker"
"../music/joker","Hildur Guðnadóttir _ Escape from the Train.mp3","joker","Hildur Guðnadóttir", "Escape from the Train"
"../music/joker","Hildur Guðnadóttir _ A Bad Comedian.mp3","joker","Hildur Guðnadóttir", "A Bad Comedian"
"../music/joker","Hildur Guðnadóttir _ Subway.mp3","joker","Hildur Guðnadóttir", "Subway"
"../music/joker","Hildur Guðnadóttir _ Confession.mp3","joker","Hildur Guðnadóttir", "Confession"
"../music/joker","Hildur Guðnadóttir _ Penny Taken to the Hospital.mp3","joker","Hildur Guðnadóttir", "Penny Taken to the Hospital"
"../music/joker","Hildur Guðnadóttir _ Hoyt's Office.mp3","joker","Hildur Guðnadóttir", "Hoyt's Office"
"../music/samarMehendi","Samar Mehdi _ Kashmakash.mp3","samar Mehendi","Samar Mehdi", "Kashmakash"
"../music/samarMehendi","Samar Mehdi _ Urooj.mp3","samar Mehendi","Samar Mehdi", "Urooj"
"../music/suzoon","Suzonn _ Rihaee.mp3","suzoon","Suzonn", "Rihaee"
"../music/suzoon","Suzonn _ Sun Lo Na.mp3","suzoon","Suzonn", "Sun Lo Na"
"../music/zayn","Zayn Malik _ I Don't Wanna Live Forever (Acoustic).mp3","zayn","Zayn Malik", "I Don't Wanna Live Forever (Acoustic)"
"../music/zayn","Zayn Malik _ Entertainer.mp3","zayn","Zayn Malik", "Entertainer"
"../music/zayn","Zayn Malik _ Dusk Till Dawn.mp3","zayn","Zayn Malik", "Dusk Till Dawn"
"../music/flora","Flora Cash _ Father's Sins (Slowed + Reverb) Lofi.mp3","flora","Flora Cash", "Father's Sins (Slowed + Reverb) Lofi"
"../music/flora","Flora Cash _ Love Is In The Small Things (Slowed + Reverb) Lofi.mp3","flora","Flora Cash", "Love Is In The Small Things (Slowed + Reverb) Lofi"
"../music/flora","Flora Cash _ I Wasted You (Slowed + Reverb) Lofi.mp3","flora","Flora Cash", "I Wasted You (Slowed + Reverb) Lofi"
"../music/flora","Denis Kalytovskyi (Flora Cash) {Flora Cash} - You're Somebody Else _ cover.mp3","flora","Denis Kalytovskyi (Flora Cash) {Flora Cash} - You're Somebody Else", "cover"
"../music/queen","Amit Trivedi _ London Thumakda.mp3","queen","Amit Trivedi", "London Thumakda"
"../music/queen","Amit Trivedi _ Hungama.mp3","queen","Amit Trivedi", "Hungama"
"../music/queen","Amit Trivedi _ Gujariya.mp3","queen","Amit Trivedi", "Gujariya"
"../music/queen","Amit Trivedi _ Harjaiyaan.mp3","queen","Amit Trivedi", "Harjaiyaan"
"../music/queen","Amit Trivedi _ Kinare.mp3","queen","Amit Trivedi", "Kinare"
"../music/queen","Amit Trivedi _ Ranjha.mp3","queen","Amit Trivedi", "Ranjha"
"../music/queen","Amit Trivedi _ Taake Jhanke.mp3","queen","Amit Trivedi", "Taake Jhanke"
"../music/queen","Amit Trivedi _ Badra Bahaar.mp3","queen","Amit Trivedi", "Badra Bahaar"
"../music/jasleen","Jasleen Royal, PNDA _ Kaisi Hai Ye Rut.mp3","jasleen","Jasleen Royal, PNDA", "Kaisi Hai Ye Rut"
"../music/jasleen","Jasleen Royal _ Teri Dastaan.mp3","jasleen","Jasleen Royal", "Teri Dastaan"
"../music/jasleen","Jasleen Royal (Sneha Khanwalkar) {Amitabh Verma} _ Preet.mp3","jasleen","Jasleen Royal (Sneha Khanwalkar) {Amitabh Verma}", "Preet"
"../music/jasleen","Jasleen Royal _ Din Shagna Da.mp3","jasleen","Jasleen Royal", "Din Shagna Da"
"../music/jasleen","Jasleen Royal _ Naina's Theme.mp3","jasleen","Jasleen Royal", "Naina's Theme"
"../music/jasleen","Jasleen Royal _ Kho Gaye Hum Kahan.mp3","jasleen","Jasleen Royal", "Kho Gaye Hum Kahan"
"../music/jasleen","Jasleen Royal _ Jahaan Tu Chala.mp3","jasleen","Jasleen Royal", "Jahaan Tu Chala"
"../music/audiomachine","Audiomachine _ Wars Of Faith.mp3","audiomachine","Audiomachine", "Wars Of Faith"
"../music/audiomachine","Audiomachine _ We are Gods.mp3","audiomachine","Audiomachine", "We are Gods"
"../music/berkleeIndianEnsemble","Berklee Indian Ensemble, Shreya Ghoshal _ Aap Ki Nazron Ne Samjha.mp3","berklee IndianEnsemble","Berklee Indian Ensemble, Shreya Ghoshal", "Aap Ki Nazron Ne Samjha"
"../music/berkleeIndianEnsemble","AR Rahman, Berklee Indian Ensemble _  Kun Faya Kun.mp3","berklee IndianEnsemble","AR Rahman, Berklee Indian Ensemble", " Kun Faya Kun"
"../music/berkleeIndianEnsemble","AR Rahman, Berklee Indian Ensemble, Prasanna _ Desi Thoughts.mp3","berklee IndianEnsemble","AR Rahman, Berklee Indian Ensemble, Prasanna", "Desi Thoughts"
"../music/berkleeIndianEnsemble","AR Rahman, Berklee Indian Ensemble, Prasanna, Mohini Dey _ Thee Thee & Malargale.mp3","berklee IndianEnsemble","AR Rahman, Berklee Indian Ensemble, Prasanna, Mohini Dey", "Thee Thee & Malargale"
"../music/coldplay","Coldplay _ The Scientist.mp3","coldplay","Coldplay", "The Scientist"
"../music/coldplay","Coldplay _ Viva La Vida.mp3","coldplay","Coldplay", "Viva La Vida"
"../music/coldplay","Coldplay _ Life in Technicolor.mp3","coldplay","Coldplay", "Life in Technicolor"
"../music/hozier","Hozier _ Wasteland, Baby!.mp3","hozier","Hozier", "Wasteland, Baby!"
"../music/hozier","Hozier _ Take Me To Church.mp3","hozier","Hozier", "Take Me To Church"
"../music/hozier","Hozier _ Sunlight.mp3","hozier","Hozier", "Sunlight"
"../music/hozier","Hozier _ Movement.mp3","hozier","Hozier", "Movement"
"../music/hozier","Hozier _ Almost.mp3","hozier","Hozier", "Almost"
"../music/hozier","Hozier _ Like Real People Do.mp3","hozier","Hozier", "Like Real People Do"
"../music/hozier","Hozier _ Cherry Wine.mp3","hozier","Hozier", "Cherry Wine"
"../music/hozier","Hozier _ As It Was.mp3","hozier","Hozier", "As It Was"
"../music/hozier","Hozier _ Talk.mp3","hozier","Hozier", "Talk"
"../music/prateekKuhad","Prateek Kuhad _ Tune Kaha.mp3","prateek Kuhad","Prateek Kuhad", "Tune Kaha"
"../music/prateekKuhad","Prateek Kuhad _ Cold:Mess.mp3","prateek Kuhad","Prateek Kuhad", "Cold:Mess"
"../music/orcheastrals","Agam _ Malhar Jam - Coke Studio India Season 2.mp3","orcheastrals","Agam", "Malhar Jam - Coke Studio India Season 2"
"../music/orcheastrals","Mahesh Raghvan _ Harry Potter - The Ultimate Indian Theme.mp3","orcheastrals","Mahesh Raghvan", "Harry Potter - The Ultimate Indian Theme"
"../music/orcheastrals","The Anirudh Varma Collective _ Megh.mp3","orcheastrals","The Anirudh Varma Collective", "Megh"
"../music/orcheastrals","Abonti _ Sheesh Priya's Medley.mp3","orcheastrals","Abonti", "Sheesh Priya's Medley"
"../music/orcheastrals","Rainer Hersch,Philharmonia Orchestra _ Microsoft Windows - the waltz.mp3","orcheastrals","Rainer Hersch,Philharmonia Orchestra", "Microsoft Windows - the waltz"
"../music/orcheastrals","Midival Punditz _ Naina Laagey.mp3","orcheastrals","Midival Punditz", "Naina Laagey"
"../music/orcheastrals","Hamesha _ Satrangi - Pepsi Battle of the Bands Season 3.mp3","orcheastrals","Hamesha", "Satrangi - Pepsi Battle of the Bands Season 3"
"../music/orcheastrals","Advaita _ Ghir Ghir - Coke Studio India Season 1.mp3","orcheastrals","Advaita", "Ghir Ghir - Coke Studio India Season 1"
"../music/orcheastrals","Sneha Bhattacharya _ Bhromor Koiyo Giya.mp3","orcheastrals","Sneha Bhattacharya", "Bhromor Koiyo Giya"
"../music/alec","Alec Benjamin _ Mind Is A Prison.mp3","alec","Alec Benjamin", "Mind Is A Prison"
"../music/alec","Alec Benjamin _ Let Me Down Slowly.mp3","alec","Alec Benjamin", "Let Me Down Slowly"
"../music/alec","Alec Benjamin _ Paper Crown.mp3","alec","Alec Benjamin", "Paper Crown"
"../music/delhi6","Rekha Bhardwaj, Shraddha Pandit, Sujata Mazumder, Mahathi (AR Rahman) _  Genda Phool.mp3","delhi6","Rekha Bhardwaj, Shraddha Pandit, Sujata Mazumder, Mahathi (AR Rahman)", " Genda Phool"
"../music/delhi6","Javed Ali, Kailash Kher (AR Rahman) {Prasoon Joshi} _ Arziyan.mp3","delhi6","Javed Ali, Kailash Kher (AR Rahman) {Prasoon Joshi}", "Arziyan"
"../music/delhi6","Benny Dayal, Tanvi (AR Rahman) {Prasoon Joshi} _ Rehna Tu.mp3","delhi6","Benny Dayal, Tanvi (AR Rahman) {Prasoon Joshi}", "Rehna Tu"
"../music/delhi6","Mohit Chauhan (AR Rahman) {Prasoon Joshi} _ Masakali.mp3","delhi6","Mohit Chauhan (AR Rahman) {Prasoon Joshi}", "Masakali"
"../music/the1975","the 1975 _ Somebody Else.mp3","the1975","the 1975", "Somebody Else"
"../music/the1975","The 1975 _ A Change Of Heart.mp3","the1975","The 1975", "A Change Of Heart"
"../music/the1975","The 1975 _ I like it when you sleep, for you are so beautiful yet so unaware of it.mp3","the1975","The 1975", "I like it when you sleep, for you are so beautiful yet so unaware of it"
"../music/arnobNFrnz","Arnob _ Megh Bolechhe.mp3","arnob NFrnz","Arnob", "Megh Bolechhe"
"../music/arnobNFrnz","Arnob _ Phagun Haway Haway.mp3","arnob NFrnz","Arnob", "Phagun Haway Haway"
"../music/arnobNFrnz","Arnob and Friends _ Ore Nil Doriya.mp3","arnob NFrnz","Arnob and Friends", "Ore Nil Doriya"
"../music/ultralife","Oh Wonder _ Waste.mp3","ultralife","Oh Wonder", "Waste"
"../music/ultralife","Oh Wonder _ Bigger Than Love.mp3","ultralife","Oh Wonder", "Bigger Than Love"
"../music/ultralife","Oh Wonder _ Ultralife.mp3","ultralife","Oh Wonder", "Ultralife"
"../music/ultralife","Oh Wonder _ Overgrown.mp3","ultralife","Oh Wonder", "Overgrown"
"../music/ultralife","Oh Wonder _ Slip Away.mp3","ultralife","Oh Wonder", "Slip Away"
"../music/ultralife","Oh Wonder _ Shark.mp3","ultralife","Oh Wonder", "Shark"
"../music/ultralife","Oh Wonder _ My Friends.mp3","ultralife","Oh Wonder", "My Friends"
"../music/ultralife","Oh Wonder _ All About You.mp3","ultralife","Oh Wonder", "All About You"
"../music/ultralife","Oh Wonder _ Heavy.mp3","ultralife","Oh Wonder", "Heavy"
"../music/ultralife","Oh Wonder _ Lifetimes.mp3","ultralife","Oh Wonder", "Lifetimes"
"../music/ultralife","Oh Wonder _ Solo.mp3","ultralife","Oh Wonder", "Solo"
"../music/ultralife","Oh Wonder _ High On Humans.mp3","ultralife","Oh Wonder", "High On Humans"
"../music/ultralife","Oh Wonder _ Heart Strings.mp3","ultralife","Oh Wonder", "Heart Strings"
"../music/ruelle","Ruelle _ Monsters.mp3","ruelle","Ruelle", "Monsters"
"../music/ruelle","Ruelle _ Madness.mp3","ruelle","Ruelle", "Madness"
"../music/ruelle","Ruelle _ Deep End.mp3","ruelle","Ruelle", "Deep End"
"../music/ruelle","Ruelle _ War Of Hearts - acoustic.mp3","ruelle","Ruelle", "War Of Hearts - acoustic"
"../music/ruelle","Ruelle, Fleurie _ Carry you.mp3","ruelle","Ruelle, Fleurie", "Carry you"
"../music/ruelle","Ruelle _ Come Fly With Me.mp3","ruelle","Ruelle", "Come Fly With Me"
"../music/ruelle","Ruelle _ Genesis.mp3","ruelle","Ruelle", "Genesis"
"../music/karanChitra","Karan Chitra Deshmukh _ Coffin Dance - cover.mp3","karan Chitra","Karan Chitra Deshmukh", "Coffin Dance - cover"
"../music/karanChitra","Karan Chitra Deshmukh _ Game of Thrones Theme - cover.mp3","karan Chitra","Karan Chitra Deshmukh", "Game of Thrones Theme - cover"
"../music/taal","Alka Yagnik, Udit Narayan (AR Rahman) {ANand Bakshi} _ Taal Se Taal.mp3","taal","Alka Yagnik, Udit Narayan (AR Rahman) {ANand Bakshi}", "Taal Se Taal"
"../music/taal","Hariharan, Sukhwinder Singh (AR Rahman) {Anand Bakshi} _ Nahin Samne Taal.mp3","taal","Hariharan, Sukhwinder Singh (AR Rahman) {Anand Bakshi}", "Nahin Samne Taal"
